data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,mau,renda
2015-05-01,4675,F,True,False,0,Servidor público,Secundário,União,Casa,45,19.534246575342465,2.0,False,9539.56
2015-05-01,4507,F,False,False,0,Assalariado,Secundário,Casado,Governamental,45,27.36438356164384,2.0,False,9933.88
2015-05-01,8155,M,True,True,0,Assalariado,Secundário,Casado,Casa,53,8.89315068493151,2.0,False,10505.82
2015-05-01,1223,M,False,True,1,Empresário,Secundário,Casado,Casa,38,0.7534246575342466,3.0,False,2813.24
2015-05-01,14494,M,True,False,2,Servidor público,Secundário,Casado,Casa,28,8.884931506849314,4.0,False,4041.27
2015-05-01,16417,M,True,False,0,Empresário,Secundário,Solteiro,Governamental,24,1.9616438356164383,1.0,False,5268.42
2015-05-01,11328,F,False,False,0,Assalariado,Superior completo,Separado,Casa,64,27.367123287671237,1.0,False,11618.96
2015-05-01,1615,M,True,True,0,Empresário,Secundário,Casado,Casa,58,4.646575342465753,2.0,False,13117.01
2015-05-01,3523,M,True,False,0,Empresário,Superior completo,Casado,Casa,66,14.194520547945206,2.0,False,10498.24
2015-05-01,9088,F,False,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,False,1988.93
2015-05-01,8726,M,True,True,1,Assalariado,Superior completo,Casado,Casa,41,10.536986301369865,3.0,False,927.94
2015-05-01,8512,F,True,True,1,Assalariado,Secundário,Casado,Casa,35,2.5506849315068494,3.0,False,1880.54
2015-05-01,15604,F,False,True,1,Assalariado,Superior completo,Casado,Casa,32,8.123287671232879,3.0,False,2629.83
2015-05-01,14254,F,False,True,1,Assalariado,Secundário,Separado,Casa,49,25.8054794520548,2.0,False,3983.47
2015-05-01,13059,M,False,True,0,Pensionista,Secundário,Casado,Casa,53,,2.0,False,2225.81
2015-05-01,11690,F,True,True,0,Servidor público,Superior completo,Casado,Casa,45,0.4931506849315068,2.0,False,1345.41
2015-05-01,15244,M,True,True,0,Assalariado,Superior completo,Casado,Casa,52,0.2,2.0,False,12554.01
2015-05-01,15800,F,False,True,0,Assalariado,Secundário,Separado,Casa,53,5.764383561643837,1.0,False,1463.68
2015-05-01,11682,F,False,False,0,Assalariado,Secundário,Viúvo,Governamental,57,10.665753424657536,1.0,False,2898.51
2015-05-01,3437,F,False,True,0,Empresário,Secundário,Casado,Casa,46,9.772602739726029,2.0,False,1184.87
2015-05-01,16102,F,False,True,0,Assalariado,Secundário,Separado,Casa,53,2.9616438356164383,1.0,False,1008.17
2015-05-01,15062,M,True,True,1,Empresário,Secundário,Solteiro,Casa,40,14.75068493150685,2.0,False,10470.79
2015-05-01,5858,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,39,2.887671232876712,1.0,False,7848.45
2015-05-01,4457,F,False,False,0,Assalariado,Secundário,União,Com os pais,30,3.9287671232876713,2.0,False,3044.3
2015-05-01,12282,F,False,False,0,Assalariado,Secundário,Casado,Governamental,52,7.032876712328767,2.0,False,1333.18
2015-05-01,10429,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,3.5506849315068494,2.0,False,2351.53
2015-05-01,10511,M,False,True,0,Empresário,Secundário,Solteiro,Com os pais,28,3.512328767123288,1.0,False,10974.1
2015-05-01,12415,F,False,True,0,Servidor público,Superior completo,União,Casa,45,7.534246575342466,2.0,False,1009.75
2015-05-01,13276,F,False,False,1,Servidor público,Secundário,Separado,Casa,44,14.104109589041094,2.0,False,6652.0
2015-05-01,10904,F,True,False,0,Pensionista,Secundário,Viúvo,Casa,64,,1.0,False,1781.22
2015-05-01,14134,M,True,False,0,Assalariado,Secundário,Casado,Casa,42,10.046575342465754,2.0,False,8378.69
2015-05-01,8551,F,False,True,0,Assalariado,Superior completo,Casado,Casa,35,5.638356164383563,2.0,False,7147.63
2015-05-01,15628,M,False,False,2,Assalariado,Secundário,Casado,Com os pais,30,2.041095890410959,4.0,False,1845.67
2015-05-01,5642,M,False,False,0,Empresário,Secundário,Casado,Casa,42,7.041095890410959,2.0,False,2373.14
2015-05-01,3978,F,True,False,0,Pensionista,Secundário,Solteiro,Casa,57,,1.0,False,3114.19
2015-05-01,15888,M,True,True,0,Assalariado,Secundário,Casado,Casa,39,4.210958904109589,2.0,False,17137.18
2015-05-01,16255,M,True,True,0,Assalariado,Superior completo,Casado,Casa,28,6.63013698630137,2.0,False,5468.45
2015-05-01,13205,F,False,True,1,Empresário,Secundário,Casado,Casa,47,6.515068493150685,3.0,False,1022.98
2015-05-01,11357,M,True,False,0,Assalariado,Secundário,Casado,Casa,43,4.5178082191780815,2.0,False,5095.45
2015-05-01,5213,F,False,True,3,Servidor público,Superior completo,Casado,Casa,35,3.8465753424657536,5.0,False,2359.15
2015-05-01,14109,F,False,False,0,Assalariado,Secundário,Casado,Casa,37,5.205479452054795,2.0,False,1225.91
2015-05-01,8298,F,True,True,0,Assalariado,Secundário,Casado,Casa,58,9.975342465753425,2.0,False,11310.71
2015-05-01,8041,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,False,4706.94
2015-05-01,851,F,True,True,0,Assalariado,Secundário,Casado,Casa,51,2.7452054794520557,2.0,True,2752.97
2015-05-01,14103,M,False,False,1,Assalariado,Superior completo,Casado,Casa,33,1.0410958904109588,3.0,False,4885.21
2015-05-01,11787,F,True,True,1,Assalariado,Secundário,Casado,Casa,31,4.515068493150685,3.0,False,3769.95
2015-05-01,11652,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,28,1.4931506849315068,1.0,True,9103.28
2015-05-01,9274,F,False,False,2,Assalariado,Secundário,Casado,Casa,40,3.1780821917808217,4.0,False,2478.5
2015-05-01,9132,M,True,True,1,Empresário,Secundário,Casado,Casa,41,11.627397260273971,3.0,False,16923.88
2015-05-01,7099,F,False,True,0,Assalariado,Secundário,Casado,Casa,28,10.463013698630135,2.0,False,1747.03
2015-05-01,7297,F,False,True,1,Empresário,Secundário,Casado,Casa,33,0.3753424657534247,3.0,False,1215.76
2015-05-01,15645,F,False,False,0,Assalariado,Secundário,Casado,Casa,43,5.715068493150685,2.0,False,3709.5
2015-05-01,3056,F,False,True,0,Empresário,Secundário,Casado,Casa,51,5.216438356164384,2.0,False,1629.59
2015-05-01,9667,F,False,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,False,1871.35
2015-05-01,16291,F,False,True,1,Assalariado,Superior completo,Casado,Casa,31,9.884931506849314,3.0,False,3239.02
2015-05-01,5399,F,False,False,0,Assalariado,Secundário,Separado,Casa,51,27.03013698630137,1.0,False,1563.52
2015-05-01,7344,F,False,True,1,Assalariado,Secundário,Casado,Casa,39,10.424657534246576,3.0,False,5446.62
2015-05-01,5889,F,False,True,1,Assalariado,Secundário,Separado,Casa,38,10.389041095890413,2.0,False,3385.97
2015-05-01,7591,F,False,True,0,Pensionista,Superior completo,Casado,Casa,64,,2.0,False,6162.55
2015-05-01,15123,F,True,False,0,Assalariado,Superior completo,Casado,Governamental,49,5.493150684931507,2.0,False,2381.0
2015-05-01,5542,F,False,False,0,Empresário,Secundário,União,Casa,51,29.473972602739725,2.0,False,13901.42
2015-05-01,4206,F,False,True,0,Servidor público,Superior incompleto,União,Casa,28,2.1780821917808217,2.0,False,3065.96
2015-05-01,1979,M,True,True,0,Assalariado,Secundário,Casado,Casa,57,3.175342465753425,2.0,False,3188.23
2015-05-01,12649,F,False,True,1,Empresário,Superior completo,Separado,Casa,47,15.205479452054794,2.0,False,2114.83
2015-05-01,14869,M,True,False,1,Assalariado,Superior incompleto,Casado,Casa,32,0.6328767123287671,3.0,False,3143.88
2015-05-01,7574,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,21.03013698630137,1.0,False,1839.61
2015-05-01,11876,F,True,False,0,Assalariado,Secundário,Casado,Casa,30,1.991780821917808,2.0,False,1827.64
2015-05-01,321,M,True,False,0,Assalariado,Secundário,Casado,Casa,36,3.608219178082192,2.0,False,2125.74
2015-05-01,2224,F,False,True,0,Servidor público,Secundário,Viúvo,Casa,49,30.69041095890411,1.0,False,3403.72
2015-05-01,1473,M,True,True,1,Assalariado,Secundário,Separado,Casa,44,2.416438356164384,2.0,False,2374.01
2015-05-01,3275,F,False,True,0,Empresário,Secundário,Casado,Casa,50,6.07123287671233,2.0,False,2007.87
2015-05-01,15578,M,True,True,0,Servidor público,Secundário,União,Casa,32,4.791780821917809,2.0,False,2681.38
2015-05-01,4304,F,False,False,0,Empresário,Secundário,Solteiro,Casa,29,2.424657534246576,1.0,False,575.01
2015-05-01,5974,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,65,,1.0,False,4300.66
2015-05-01,2707,F,True,True,1,Empresário,Superior completo,Separado,Casa,50,19.73972602739726,2.0,False,4944.42
2015-05-01,12334,M,True,True,1,Assalariado,Superior completo,Casado,Casa,47,3.1150684931506847,3.0,False,8831.19
2015-05-01,2169,M,False,False,0,Assalariado,Secundário,União,Casa,34,14.095890410958903,2.0,False,3253.21
2015-05-01,95,F,False,True,0,Assalariado,Superior completo,Separado,Casa,36,1.5205479452054795,1.0,False,2189.61
2015-05-01,14099,M,False,False,1,Assalariado,Superior completo,Casado,Casa,33,1.0410958904109588,3.0,False,3427.78
2015-05-01,3206,F,False,True,0,Empresário,Secundário,Casado,Casa,43,19.567123287671237,2.0,False,6528.38
2015-05-01,11905,F,True,False,0,Assalariado,Superior completo,Casado,Com os pais,28,4.909589041095892,2.0,False,6015.81
2015-05-01,625,F,True,False,2,Assalariado,Secundário,Casado,Casa,38,8.361643835616439,4.0,True,1299.15
2015-05-01,3792,F,False,False,1,Servidor público,Superior completo,Separado,Casa,36,10.523287671232875,2.0,False,5669.21
2015-05-01,10951,F,True,False,0,Empresário,Secundário,Casado,Casa,40,11.854794520547946,2.0,False,2611.28
2015-05-01,3983,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,False,2389.97
2015-05-01,427,F,False,False,0,Empresário,Superior completo,Solteiro,Com os pais,29,6.860273972602741,1.0,False,2583.95
2015-05-01,9835,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,59,37.630136986301366,1.0,False,7739.04
2015-05-01,7615,M,True,True,0,Assalariado,Secundário,Casado,Com os pais,30,8.435616438356165,2.0,False,15490.6
2015-05-01,6814,F,True,True,0,Assalariado,Superior completo,Casado,Casa,50,26.641095890410963,2.0,False,36778.02
2015-05-01,12791,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,29,1.6164383561643836,1.0,False,920.96
2015-05-01,13516,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,False,6046.74
2015-05-01,9075,F,True,False,0,Pensionista,Superior completo,Viúvo,Casa,66,,1.0,False,3056.64
2015-05-01,15150,F,True,False,2,Assalariado,Superior completo,Casado,Casa,34,8.747945205479452,4.0,False,1094.2
2015-05-01,16070,F,False,True,0,Servidor público,Superior completo,Casado,Casa,49,31.64931506849315,2.0,False,16454.92
2015-05-01,8316,F,True,True,0,Servidor público,Superior completo,Separado,Casa,52,5.219178082191782,1.0,False,9730.43
2015-05-01,5605,M,True,False,0,Empresário,Secundário,Casado,Governamental,28,3.0383561643835617,2.0,False,1854.39
2015-05-01,1685,F,True,True,0,Pensionista,Secundário,Solteiro,Casa,57,,1.0,False,3899.29
2015-05-01,8703,F,False,True,2,Assalariado,Superior incompleto,Separado,Casa,33,9.578082191780824,3.0,True,2047.41
2015-05-01,9894,F,False,True,0,Assalariado,Superior completo,Solteiro,Governamental,52,7.2027397260273975,1.0,False,2543.0
2015-05-01,9784,F,True,True,1,Empresário,Secundário,Casado,Casa,51,13.93972602739726,3.0,False,3841.93
2015-05-01,11596,F,True,True,0,Assalariado,Superior completo,Casado,Casa,48,6.83013698630137,2.0,False,1665.32
2015-05-01,4500,F,True,False,0,Empresário,Superior completo,Casado,Casa,53,4.597260273972604,2.0,False,5191.95
2015-05-01,5974,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,65,,1.0,False,4300.66
2015-05-01,603,M,True,True,0,Empresário,Superior completo,União,Casa,35,0.8575342465753425,2.0,False,1941.5
2015-05-01,14077,M,False,False,0,Assalariado,Secundário,Casado,Casa,57,32.55890410958905,2.0,False,34815.03
2015-05-01,7344,F,False,True,1,Assalariado,Secundário,Casado,Casa,39,10.424657534246576,3.0,False,5446.62
2015-05-01,9064,F,False,False,1,Servidor público,Secundário,Casado,Casa,42,7.534246575342466,3.0,False,3331.91
2015-05-01,2257,M,False,True,0,Empresário,Secundário,Solteiro,Casa,41,9.761643835616438,1.0,False,11457.87
2015-05-01,6582,M,True,True,0,Servidor público,Secundário,Casado,Casa,53,9.821917808219178,2.0,False,4491.09
2015-05-01,3507,F,False,True,1,Assalariado,Secundário,Separado,Casa,50,20.28493150684932,2.0,False,3805.57
2015-05-01,2771,M,False,True,0,Assalariado,Superior completo,Casado,Casa,40,5.6438356164383565,2.0,False,10502.01
2015-05-01,1921,M,True,True,3,Assalariado,Secundário,Casado,Casa,36,5.427397260273971,5.0,False,3537.27
2015-05-01,13868,F,True,True,0,Assalariado,Primário,Casado,Casa,44,1.704109589041096,2.0,False,3519.17
2015-05-01,6624,F,False,True,0,Assalariado,Secundário,Casado,Casa,34,13.523287671232874,2.0,False,2496.7
2015-05-01,5588,M,True,False,0,Empresário,Secundário,Casado,Casa,40,1.4547945205479451,2.0,False,7756.56
2015-05-01,16417,M,True,False,0,Empresário,Secundário,Solteiro,Governamental,24,1.9616438356164383,1.0,False,5268.42
2015-05-01,12931,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,False,1114.08
2015-05-01,9202,F,False,True,0,Servidor público,Secundário,Casado,Casa,34,10.178082191780822,2.0,False,2345.21
2015-05-01,9490,F,True,False,0,Assalariado,Secundário,Casado,Casa,50,15.271232876712329,2.0,False,7043.2
2015-05-01,12973,M,True,True,2,Assalariado,Secundário,Casado,Casa,45,9.052054794520547,4.0,False,2403.8
2015-05-01,14163,F,True,False,2,Servidor público,Superior completo,Casado,Casa,36,6.457534246575342,4.0,False,1815.98
2015-05-01,5630,F,True,False,1,Empresário,Superior completo,União,Com os pais,26,1.6219178082191783,3.0,False,751.6
2015-05-01,5067,F,False,True,0,Assalariado,Secundário,União,Casa,44,2.7150684931506848,2.0,False,718.61
2015-05-01,11246,M,False,False,0,Empresário,Superior incompleto,Casado,Casa,39,11.356164383561644,2.0,False,3617.22
2015-05-01,2701,F,False,True,0,Assalariado,Secundário,Casado,Casa,48,10.73150684931507,2.0,False,1541.5
2015-05-01,1799,M,True,False,0,Empresário,Superior completo,Casado,Casa,35,3.813698630136986,2.0,False,2159.76
2015-05-01,8611,F,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,27,8.361643835616439,1.0,False,2304.36
2015-05-01,1427,F,False,False,0,Assalariado,Secundário,Separado,Casa,33,0.5123287671232877,1.0,False,1453.82
2015-05-01,15771,M,True,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,False,7525.2
2015-05-01,4885,F,False,True,1,Servidor público,Secundário,Casado,Casa,39,6.882191780821918,3.0,False,2217.79
2015-05-01,7632,M,True,False,0,Empresário,Secundário,Solteiro,Estúdio,26,3.7698630136986298,1.0,False,6403.7
2015-05-01,4355,F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,False,2145.79
2015-05-01,11423,M,True,False,0,Pensionista,Superior completo,Separado,Casa,66,,1.0,False,3768.91
2015-05-01,15159,M,False,True,1,Assalariado,Secundário,Casado,Casa,36,18.5013698630137,3.0,False,5773.78
2015-05-01,2322,F,False,True,1,Empresário,Secundário,Casado,Casa,34,9.778082191780822,3.0,False,11140.13
2015-05-01,4975,M,True,True,0,Empresário,Secundário,Casado,Aluguel,46,5.550684931506848,2.0,False,5461.77
2015-05-01,8181,M,True,False,0,Servidor público,Superior completo,União,Casa,43,14.810958904109588,2.0,False,6737.77
2015-05-01,14712,F,False,False,1,Servidor público,Secundário,Casado,Casa,35,4.550684931506848,3.0,False,787.11
2015-05-01,14693,F,False,False,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,False,6637.69
2015-05-01,12102,F,True,False,1,Empresário,Superior completo,Casado,Casa,30,5.657534246575342,3.0,False,2883.22
2015-05-01,2163,F,False,False,1,Assalariado,Secundário,Casado,Casa,33,6.090410958904108,3.0,False,1841.69
2015-05-01,14458,F,False,True,1,Servidor público,Secundário,Solteiro,Casa,34,3.6986301369863015,2.0,False,1462.18
2015-05-01,16028,M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,False,3608.18
2015-05-01,3493,F,False,True,0,Empresário,Secundário,Casado,Casa,60,24.78356164383561,2.0,False,5554.61
2015-05-01,8730,M,True,True,0,Assalariado,Secundário,União,Casa,33,6.742465753424658,2.0,False,3334.77
2015-05-01,6393,F,False,False,1,Assalariado,Secundário,União,Casa,34,1.0767123287671232,3.0,False,1126.44
2015-05-01,4676,F,True,False,0,Servidor público,Secundário,União,Casa,45,19.534246575342465,2.0,False,12373.8
2015-05-01,11312,M,False,True,1,Assalariado,Secundário,Casado,Casa,29,7.687671232876712,3.0,False,2064.24
2015-05-01,5331,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,False,14282.14
2015-05-01,148,M,True,False,1,Assalariado,Secundário,Casado,Casa,27,2.5232876712328767,3.0,False,2160.93
2015-05-01,14690,F,False,False,0,Pensionista,Superior completo,Solteiro,Casa,65,,1.0,False,1303.01
2015-05-01,1601,F,True,True,0,Empresário,Superior completo,Solteiro,Casa,30,3.4794520547945207,1.0,False,588.25
2015-05-01,12874,F,False,True,0,Assalariado,Secundário,Casado,Casa,49,9.789041095890411,2.0,False,6804.09
2015-05-01,8155,M,True,True,0,Assalariado,Secundário,Casado,Casa,53,8.89315068493151,2.0,False,10505.82
2015-05-01,13441,F,False,False,1,Assalariado,Superior completo,Casado,Com os pais,29,6.435616438356163,3.0,False,2018.3
2015-05-01,6813,F,True,True,0,Assalariado,Superior completo,Casado,Casa,50,26.641095890410963,2.0,False,12661.27
2015-05-01,12262,F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,False,3019.96
2015-05-01,11788,F,False,True,0,Assalariado,Superior completo,Casado,Com os pais,25,2.2602739726027403,2.0,False,3226.98
2015-05-01,9652,M,False,True,1,Empresário,Secundário,União,Casa,34,5.767123287671232,3.0,False,2741.68
2015-05-01,3047,F,True,True,1,Empresário,Secundário,Casado,Casa,39,5.383561643835616,3.0,False,3866.88
2015-05-01,5642,M,False,False,0,Empresário,Secundário,Casado,Casa,42,7.041095890410959,2.0,False,2373.14
2015-05-01,12384,F,True,True,0,Assalariado,Secundário,Casado,Casa,45,3.6986301369863015,2.0,False,1749.31
2015-05-01,6155,F,True,True,0,Empresário,Secundário,Solteiro,Casa,33,3.9178082191780814,1.0,True,1936.23
2015-05-01,15092,F,True,True,2,Assalariado,Superior completo,Casado,Casa,34,5.83013698630137,4.0,False,1478.35
2015-05-01,3540,M,True,True,1,Empresário,Secundário,Casado,Casa,29,7.024657534246575,3.0,False,5482.8
2015-05-01,5118,F,False,True,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,False,1942.21
2015-05-01,12357,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,26,2.2767123287671227,1.0,False,5058.15
2015-05-01,12471,F,False,False,2,Assalariado,Secundário,Casado,Casa,36,7.4520547945205475,4.0,False,2757.43
2015-05-01,11774,F,False,True,1,Assalariado,Secundário,Casado,Casa,36,4.578082191780823,3.0,False,1822.56
2015-05-01,13162,M,False,True,0,Servidor público,Secundário,Separado,Comunitário,45,23.936986301369863,1.0,False,3944.64
2015-05-01,15091,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,25.96986301369863,2.0,False,7059.88
2015-05-01,1783,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,2.0575342465753423,2.0,False,2717.04
2015-05-01,3818,F,False,True,0,Servidor público,Secundário,União,Casa,63,23.863013698630137,2.0,False,6875.16
2015-05-01,7993,F,False,True,1,Empresário,Superior incompleto,Casado,Casa,28,7.167123287671232,3.0,False,4419.8
2015-05-01,7013,F,False,False,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,False,2775.42
2015-05-01,16232,F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5424657534246577,2.0,False,1509.98
2015-05-01,4067,F,False,True,0,Empresário,Secundário,Solteiro,Casa,36,1.0438356164383562,1.0,False,874.35
2015-05-01,4896,F,True,True,0,Assalariado,Secundário,Casado,Casa,40,6.717808219178082,2.0,False,2471.54
2015-05-01,5316,F,False,False,0,Assalariado,Secundário,Viúvo,Governamental,58,1.263013698630137,1.0,False,3196.33
2015-05-01,1551,F,False,True,0,Pensionista,Superior completo,Casado,Casa,64,,2.0,False,9219.92
2015-05-01,6390,F,False,False,1,Assalariado,Secundário,União,Casa,34,1.0767123287671232,3.0,False,1501.92
2015-05-01,13837,M,False,False,1,Servidor público,Secundário,Casado,Casa,42,21.46575342465753,3.0,False,8737.25
2015-05-01,14637,F,True,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,False,3003.97
2015-05-01,7984,F,False,True,1,Assalariado,Pós graduação,Solteiro,Casa,34,7.586301369863015,2.0,False,16813.45
2015-05-01,15116,M,True,True,2,Assalariado,Superior completo,Casado,Casa,53,3.3698630136986303,4.0,False,16472.9
2015-05-01,9357,F,True,False,0,Assalariado,Secundário,Viúvo,Casa,63,9.265753424657532,1.0,False,1286.24
2015-05-01,12417,F,False,True,0,Servidor público,Superior completo,Casado,Casa,55,0.6109589041095891,2.0,False,6425.84
2015-05-01,5033,F,True,True,2,Servidor público,Primário,Casado,Casa,38,15.643835616438356,4.0,False,3840.11
2015-05-01,1094,F,False,True,0,Pensionista,Secundário,Casado,Casa,55,,2.0,False,2841.16
2015-05-01,15630,M,True,False,0,Assalariado,Superior incompleto,Casado,Com os pais,24,2.6301369863013697,2.0,False,4026.94
2015-05-01,16033,F,False,True,1,Servidor público,Secundário,Casado,Casa,28,2.1232876712328768,3.0,False,2567.48
2015-05-01,15229,M,False,True,0,Empresário,Secundário,Casado,Casa,50,0.3671232876712329,2.0,False,1340.06
2015-05-01,12883,M,True,True,0,Assalariado,Superior completo,Solteiro,Casa,39,2.364383561643836,1.0,True,2048.14
2015-05-01,8474,F,True,True,0,Pensionista,Secundário,Casado,Casa,54,,2.0,False,3849.84
2015-05-01,13358,F,False,False,0,Assalariado,Secundário,Casado,Casa,38,3.8465753424657536,2.0,False,3099.95
2015-05-01,3748,M,True,False,1,Empresário,Secundário,Casado,Casa,45,6.602739726027397,3.0,False,5557.99
2015-05-01,4142,F,False,True,0,Pensionista,Secundário,Casado,Casa,67,,2.0,False,9674.48
2015-05-01,10349,F,False,False,1,Empresário,Secundário,Solteiro,Casa,36,6.717808219178082,2.0,False,3814.62
2015-05-01,1545,M,True,True,1,Assalariado,Secundário,Casado,Casa,30,1.3917808219178085,3.0,False,3350.98
2015-05-01,9719,F,False,True,0,Empresário,Secundário,Casado,Casa,57,3.956164383561644,2.0,False,4354.28
2015-05-01,8390,M,False,False,0,Assalariado,Secundário,Solteiro,Comunitário,32,0.8027397260273973,1.0,False,3806.17
2015-05-01,5856,F,False,True,0,Assalariado,Secundário,Casado,Casa,47,12.391780821917806,2.0,False,2100.02
2015-05-01,10616,F,False,False,2,Assalariado,Secundário,Separado,Casa,39,0.5150684931506849,3.0,False,3836.46
2015-05-01,167,F,False,False,0,Assalariado,Secundário,União,Casa,41,13.194520547945206,2.0,False,5095.57
2015-05-01,9061,M,True,True,1,Assalariado,Secundário,Casado,Casa,36,4.693150684931507,3.0,False,4779.31
2015-05-01,10409,F,False,True,0,Assalariado,Secundário,Casado,Casa,42,15.306849315068495,2.0,False,4757.39
2015-05-01,11139,F,False,True,1,Assalariado,Secundário,Casado,Casa,27,8.684931506849315,3.0,False,3934.97
2015-05-01,3845,F,True,True,2,Servidor público,Secundário,Casado,Casa,39,16.695890410958906,4.0,False,14283.03
2015-05-01,6047,F,False,True,0,Empresário,Secundário,Casado,Casa,30,7.389041095890411,2.0,False,4272.7
2015-05-01,14134,M,True,False,0,Assalariado,Secundário,Casado,Casa,42,10.046575342465754,2.0,False,8378.69
2015-05-01,11388,F,False,False,0,Empresário,Secundário,Casado,Casa,47,8.438356164383563,2.0,False,4837.5
2015-05-01,12447,F,False,False,0,Pensionista,Secundário,Solteiro,Governamental,64,,1.0,False,1207.58
2015-05-01,16060,M,True,True,0,Assalariado,Secundário,Casado,Casa,30,9.8,2.0,False,7309.86
2015-05-01,9205,F,False,True,0,Servidor público,Secundário,Casado,Casa,34,10.178082191780822,2.0,False,6821.56
2015-05-01,7320,F,True,True,0,Assalariado,Secundário,Casado,Casa,50,4.986301369863013,2.0,False,5988.98
2015-05-01,13989,F,True,False,1,Servidor público,Superior completo,Casado,Casa,38,14.712328767123289,3.0,False,9450.32
2015-05-01,7833,F,False,True,0,Assalariado,Secundário,União,Casa,37,11.58904109589041,2.0,False,1510.09
2015-05-01,4497,F,True,False,2,Servidor público,Superior completo,Casado,Casa,43,20.18904109589041,4.0,False,1809.9
2015-05-01,702,F,True,True,1,Assalariado,Superior completo,Solteiro,Casa,38,0.9424657534246575,2.0,False,2656.05
2015-05-01,1540,F,False,True,3,Assalariado,Secundário,Casado,Casa,35,12.4,5.0,False,4504.6
2015-05-01,8509,F,True,True,1,Assalariado,Secundário,Casado,Casa,35,2.5506849315068494,3.0,False,2131.74
2015-05-01,10960,F,True,False,0,Empresário,Secundário,Casado,Casa,40,11.854794520547946,2.0,False,2153.76
2015-05-01,8683,F,False,True,1,Assalariado,Superior completo,União,Casa,37,5.156164383561643,3.0,False,12592.53
2015-05-01,5622,M,True,False,0,Assalariado,Secundário,União,Casa,54,1.868493150684932,2.0,False,2793.98
2015-05-01,15231,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,54,7.958904109589041,1.0,False,2418.07
2015-05-01,12295,M,True,True,0,Empresário,Superior completo,Solteiro,Casa,29,1.610958904109589,1.0,False,2696.7
2015-05-01,11523,F,False,True,0,Pensionista,Secundário,União,Casa,59,,2.0,False,2911.63
2015-05-01,473,M,True,True,0,Pensionista,Secundário,Casado,Casa,63,,2.0,False,5443.89
2015-05-01,9466,F,False,False,1,Assalariado,Secundário,Viúvo,Casa,54,3.5972602739726027,2.0,False,1985.42
2015-05-01,15420,M,False,False,1,Assalariado,Superior completo,Casado,Casa,27,4.035616438356166,3.0,False,3618.71
2015-06-01,1175,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,4.252054794520548,2.0,False,4360.68
2015-06-01,2231,M,True,False,0,Assalariado,Secundário,Casado,Casa,37,0.673972602739726,2.0,False,1505.91
2015-06-01,15403,F,False,False,1,Assalariado,Superior completo,Casado,Casa,28,4.120547945205479,3.0,False,3157.61
2015-06-01,5930,F,False,False,0,Pensionista,Secundário,Viúvo,Casa,66,,1.0,False,2964.0
2015-06-01,1243,F,False,True,0,Assalariado,Secundário,Casado,Casa,41,22.945205479452056,2.0,False,21425.26
2015-06-01,13618,F,False,True,0,Empresário,Superior completo,Casado,Casa,60,1.4328767123287671,2.0,False,5388.56
2015-06-01,5571,M,False,False,2,Assalariado,Superior completo,União,Casa,45,8.46027397260274,4.0,False,2476.95
2015-06-01,12974,M,True,True,2,Assalariado,Secundário,Casado,Casa,45,9.052054794520547,4.0,False,5854.52
2015-06-01,11179,F,False,True,0,Empresário,Secundário,Casado,Casa,49,1.0931506849315071,2.0,False,4747.98
2015-06-01,3738,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,False,6138.92
2015-06-01,13999,F,True,False,0,Assalariado,Superior completo,Casado,Casa,34,4.536986301369863,2.0,False,648.44
